movie,franchise
Deep Blue Sea 2,Deep Blue Sea
"Jul 28, 1999",Deep Blue Sea
Deep Blue Sea,Deep Blue Sea
"Sep 12, 2014",Dolphin Tale
Dolphin Tale 2,Dolphin Tale
"Sep 23, 2011",Dolphin Tale
Dolphin Tale,Dolphin Tale
"Feb 1, 2011",Mean Girls
Mean Girls 2,Mean Girls
"Apr 30, 2004",Mean Girls
Mean Girls,Mean Girls
"Nov 2, 2014",Jingle All the Way
Jingle All the Way 2,Jingle All the Way
"Nov 22, 1996",Jingle All the Way
Jingle All the Way,Jingle All the Way
"Jan 12, 2018",Paddington
Paddington 2,Paddington
"Jan 16, 2015",Paddington
Paddington,Paddington
"Apr 9, 2004",Whole Nine Yards
The Whole Ten Yards,Whole Nine Yards
"Feb 18, 2000",Whole Nine Yards
The Whole Nine Yards,Whole Nine Yards
"Aug 22, 2014",Sin City
Sin City: A Dame to Kill For,Sin City
"Apr 1, 2005",Sin City
Sin City,Sin City
"Sep 18, 2012",Beverly Hills Chihuahua
Beverly Hills Chihuahua 3,Beverly Hills Chihuahua
"Feb 1, 2011",Beverly Hills Chihuahua
Beverly Hills Chihuahua 2,Beverly Hills Chihuahua
"Oct 3, 2008",Beverly Hills Chihuahua
Beverly Hills Chihuahua,Beverly Hills Chihuahua
"Mar 8, 2016",Open Season
Open Season Scared Silly,Open Season
"Jan 25, 2011",Open Season
Open Season 3,Open Season
Open Season 2,Open Season
"Sep 29, 2006",Open Season
Open Season,Open Season
"Sep 26, 2017",Jeepers Creepers
Jeepers Creepers 3,Jeepers Creepers
"Aug 29, 2003",Jeepers Creepers
Jeepers Creepers 2,Jeepers Creepers
"Aug 31, 2001",Jeepers Creepers
Jeepers Creepers,Jeepers Creepers
"Aug 11, 2009",Road Trip
Road Trip: Beer Pong,Road Trip
"May 19, 2000",Road Trip
Road Trip,Road Trip
"Aug 29, 2017",Bring It On
Bring it On: Worldwide #Che…,Bring It On
"Sep 1, 2009",Bring It On
Bring It On: Fight to the F…,Bring It On
Bring It On: In It to Win It,Bring It On
Bring It On: All or Nothing,Bring It On
"Aug 25, 2000",Bring It On
Bring it On,Bring It On
"Nov 4, 2011",Harold & Kumar
A Very Harold & Kumar 3D Ch…,Harold & Kumar
"Apr 25, 2008",Harold & Kumar
Harold & Kumar Escape from …,Harold & Kumar
"Jul 30, 2004",Harold & Kumar
Harold & Kumar Go to White …,Harold & Kumar
High School Musical: El Des…,High School Musical
"Oct 24, 2008",High School Musical
High School Musical 3: Seni…,High School Musical
High School Musical 2,High School Musical
High School Musical: The Co…,High School Musical
High School Musical,High School Musical
"Aug 6, 2008",Sisterhood of the Traveling Pants
The Sisterhood of the Trave…,Sisterhood of the Traveling Pants
"Jun 1, 2005",Sisterhood of the Traveling Pants
The Sisterhood of the Trave…,Sisterhood of the Traveling Pants
"Sep 22, 2000",Urban Legend
Urban Legends: Final Cut,Urban Legend
"Sep 25, 1998",Urban Legend
Urban Legend,Urban Legend
"Nov 23, 2016",Bad Santa
Bad Santa 2,Bad Santa
"Nov 26, 2003",Bad Santa
Bad Santa,Bad Santa
Starship Troopers 3 - Marauder,Starship Troopers
Starship Troopers 2 - Hero …,Starship Troopers
"Nov 7, 1997",Starship Troopers
Starship Troopers,Starship Troopers
"Feb 2, 2016",The Land Before Time
The Land Before Time XIV: J…,The Land Before Time
"Land Before Time XII, The -…",The Land Before Time
"Nov 18, 1988",The Land Before Time
The Land Before Time,The Land Before Time
"Apr 5, 2013",Evil Dead
Evil Dead,Evil Dead
"Feb 19, 1993",Evil Dead
Army of Darkness,Evil Dead
"Mar 13, 1987",Evil Dead
Evil Dead II,Evil Dead
"Apr 15, 1983",Evil Dead
The Evil Dead,Evil Dead
"Feb 13, 2018",Hellraiser
Hellraiser: Judgment,Hellraiser
Hellraiser Revelations,Hellraiser
"Mar 8, 1996",Hellraiser
Hellraiser IV: Bloodline,Hellraiser
"Sep 11, 1992",Hellraiser
Hellraiser III: Hell on Earth,Hellraiser
"Dec 23, 1988",Hellraiser
Hellbound: Hellraiser II,Hellraiser
"Sep 18, 1987",Hellraiser
Hellraiser,Hellraiser
"Mar 12, 2004",Agent Cody Banks
Agent Cody Banks 2: Destina…,Agent Cody Banks
"Mar 14, 2003",Agent Cody Banks
Agent Cody Banks,Agent Cody Banks
"May 11, 2007",28 Days Later
28 Weeks Later,28 Days Later
"Jun 27, 2003",28 Days Later
28 Days Laterâ¦,28 Days Later
"Jun 13, 2017",Dragonheart
Dragonheart: Battle for the…,Dragonheart
"Feb 24, 2015",Dragonheart
Dragonheart 3: The Sorcerer…,Dragonheart
Dragonheart: A New Beginning,Dragonheart
"May 31, 1996",Dragonheart
Dragonheart,Dragonheart
2021,Kenneth Branagh's Hercule Poirot
Death on the Nile,Kenneth Branagh's Hercule Poirot
"Nov 10, 2017",Kenneth Branagh's Hercule Poirot
Murder on the Orient Express,Kenneth Branagh's Hercule Poirot
"Nov 20, 1987",Teen Wolf
Teen Wolf Too,Teen Wolf
"Aug 23, 1985",Teen Wolf
Teen Wolf,Teen Wolf
"Feb 12, 2016",Zoolander
Zoolander 2,Zoolander
"Sep 28, 2001",Zoolander
Zoolander,Zoolander
"Jan 22, 1988",Missing in Action
Braddock: Missing in Action…,Missing in Action
"Mar 1, 1985",Missing in Action
Missing in Action 2: The Be…,Missing in Action
"Nov 16, 1984",Missing in Action
Missing in Action,Missing in Action
"Jun 29, 2018",Sicario
Sicario: Day of the Soldado,Sicario
"Sep 18, 2015",Sicario
Sicario,Sicario
"Aug 11, 2017",The Nut Job
The Nut Job 2: Nutty by Nature,The Nut Job
"Jan 17, 2014",The Nut Job
The Nut Job,The Nut Job
"Aug 20, 2010",Nanny McPhee
Nanny McPhee and the Big Bang,Nanny McPhee
"Jan 27, 2006",Nanny McPhee
Nanny McPhee,Nanny McPhee
"Nov 30, 2012",Universal Soldier
Universal Soldier: Day of R…,Universal Soldier
"Feb 2, 2010",Universal Soldier
Universal Soldier: Regenera…,Universal Soldier
"Aug 20, 1999",Universal Soldier
Universal Soldier II: The R…,Universal Soldier
"Jul 10, 1992",Universal Soldier
Universal Soldier,Universal Soldier
"Jul 9, 1993",Weekend at Bernie's
Weekend at Bernie's II,Weekend at Bernie's
"Jul 5, 1989",Weekend at Bernie's
Weekend at Bernie's,Weekend at Bernie's
"May 10, 1991",F/X
F/X2,F/X
"Feb 7, 1986",F/X
F/X,F/X
"May 17, 1991",Mannequin
Mannequin: On the Move,Mannequin
"Feb 13, 1987",Mannequin
Mannequin,Mannequin
Highlander: The Source,Highlander
"Sep 1, 2000",Highlander
Highlander: Endgame,Highlander
"Jan 27, 1995",Highlander
Highlander: The Final Dimen…,Highlander
"Nov 1, 1991",Highlander
Highlander II: The Quickening,Highlander
"Mar 7, 1986",Highlander
Highlander,Highlander
"Mar 30, 2018",God's Not Dead
Godâs Not Dead: A Light in …,God's Not Dead
"Apr 1, 2016",God's Not Dead
Godâs Not Dead 2,God's Not Dead
"Mar 21, 2014",God's Not Dead
Godâs Not Dead,God's Not Dead
"Feb 8, 1991",NeverEnding Story
The NeverEnding Story II: T…,NeverEnding Story
"Jul 20, 1984",NeverEnding Story
Die Unendliche Geschichte,NeverEnding Story
"May 1, 1987",Creepshow
Creepshow 2,Creepshow
"Nov 10, 1982",Creepshow
Creepshow,Creepshow
"Apr 15, 1994",White Fang
White Fang 2: Myth of the W…,White Fang
"Jan 18, 1991",White Fang
White Fang,White Fang
"Apr 1, 2014",Behind Enemy Lines
Seal Team 8: Behind Enemy L…,Behind Enemy Lines
Behind Enemy Lines: Colombia,Behind Enemy Lines
Behind Enemy Lines II: Axis…,Behind Enemy Lines
"Nov 30, 2001",Behind Enemy Lines
Behind Enemy Lines,Behind Enemy Lines
"Mar 13, 2020",I Can Only Imagine
I Still Believe,I Can Only Imagine
"Mar 16, 2018",I Can Only Imagine
I Can Only Imagine,I Can Only Imagine
"Oct 21, 2016",Ouija
Ouija: Origin of Evil,Ouija
"Oct 24, 2014",Ouija
Ouija,Ouija
"Apr 15, 1988",Man from Snowy River
Return to Snowy River,Man from Snowy River
"Nov 3, 1982",Man from Snowy River
The Man From Snowy River,Man from Snowy River
"Apr 10, 1998",3 Ninjas
3 Ninjas: High Noon at Mega…,3 Ninjas
"Apr 7, 1995",3 Ninjas
3 Ninjas Knuckle Up,3 Ninjas
"May 6, 1994",3 Ninjas
3 Ninjas Kick Back,3 Ninjas
"Aug 7, 1992",3 Ninjas
3 Ninjas,3 Ninjas
"Jan 2, 2015",The Woman in Black
The Woman in Black 2: Angel…,The Woman in Black
"Feb 3, 2012",The Woman in Black
The Woman in Black,The Woman in Black
"Apr 13, 1990",Gods Must Be Crazy
The Gods Must be Crazy II,Gods Must Be Crazy
"Jul 9, 1984",Gods Must Be Crazy
The Gods Must Be Crazy,Gods Must Be Crazy
"Mar 9, 2018",The Strangers
The Strangers: Prey at Night,The Strangers
"May 30, 2008",The Strangers
The Strangers,The Strangers
"Dec 27, 2011",Hostel
Hostel: Part III,Hostel
"Jun 8, 2007",Hostel
Hostel: Part II,Hostel
"Jan 6, 2006",Hostel
Hostel,Hostel
"Jun 7, 2016",Jarhead 
Jarhead 3: The Siege,Jarhead 
"Aug 19, 2014",Jarhead 
Jarhead 2: Field of Fire,Jarhead 
"Nov 4, 2005",Jarhead 
Jarhead,Jarhead 
"Mar 6, 2015",Best Exotic Marigold Hotel
The Second Best Exotic Mari…,Best Exotic Marigold Hotel
"May 4, 2012",Best Exotic Marigold Hotel
The Best Exotic Marigold Hotel,Best Exotic Marigold Hotel
"May 17, 2019",A Dogâs Purpose
A Dogâs Journey,A Dogâs Purpose
"Jan 27, 2017",A Dogâs Purpose
A Dogâs Purpose,A Dogâs Purpose
"Aug 16, 2013",Kick-Ass
Kick-Ass 2,Kick-Ass
"Apr 16, 2010",Kick-Ass
Kick-Ass,Kick-Ass
"Jun 12, 1992",Iron Eagle
Aces: Iron Eagle III,Iron Eagle
"Nov 11, 1988",Iron Eagle
Iron Eagle II,Iron Eagle
"Jan 17, 1986",Iron Eagle
Iron Eagle,Iron Eagle
"Mar 23, 2007",Hills Have Eyes
The Hills Have Eyes II,Hills Have Eyes
"Mar 10, 2006",Hills Have Eyes
The Hills Have Eyes,Hills Have Eyes
"Oct 26, 2012",Silent Hill
Silent Hill: Revelation 3D,Silent Hill
"Apr 21, 2006",Silent Hill
Silent Hill,Silent Hill
"Aug 27, 2021",Candyman
Candyman,Candyman
"Mar 17, 1995",Candyman
Candyman: Farewell to Flesh,Candyman
"Oct 16, 1992",Candyman
Candyman,Candyman
"Aug 21, 2015",Sinister
Sinister 2,Sinister
"Oct 12, 2012",Sinister
Sinister,Sinister
Butterfly Effect 3: Revelat…,Butterfly Effect
The Butterfly Effect 2,Butterfly Effect
"Jan 23, 2004",Butterfly Effect
The Butterfly Effect,Butterfly Effect
"Feb 13, 2019",Happy Death Day
Happy Death Day 2U,Happy Death Day
"Oct 13, 2017",Happy Death Day
Happy Death Day,Happy Death Day
"Aug 3, 2007",Care Bears
Care Bears: Oopsy Does It!,Care Bears
"Aug 7, 1987",Care Bears
The Care Bears Adventure in…,Care Bears
"Mar 7, 1986",Care Bears
Care Bears Movie II: A New …,Care Bears
"Mar 29, 1985",Care Bears
The Care Bears Movie,Care Bears
"Feb 27, 2009",Street Fighter
Street Fighter: The Legend …,Street Fighter
"Dec 23, 1994",Street Fighter
Street Fighter,Street Fighter
"Jan 29, 2019",Benchwarmers
Benchwarmers 2: Breaking Balls,Benchwarmers
"Apr 7, 2006",Benchwarmers
The Benchwarmers,Benchwarmers
"Apr 29, 2011",Hoodwinked
Hoodwinked Too: Hood vs. Evil,Hoodwinked
"Jan 13, 2006",Hoodwinked
Hoodwinked,Hoodwinked
"Sep 22, 2009",Wallace and Gromit
Wallace and Gromit: A Matte…,Wallace and Gromit
"Oct 5, 2005",Wallace and Gromit
Wallace & Gromit: The Curse…,Wallace and Gromit
"Apr 6, 1996",Wallace and Gromit
Wallace & Gromit: The Best …,Wallace and Gromit
"Dec 29, 1995",Wallace and Gromit
Wallace and Gromit: A Close…,Wallace and Gromit
"Jun 23, 2015",Curious George
Curious George 3: Back to t…,Curious George
"Mar 2, 2010",Curious George
Curious George 2: Follow Th…,Curious George
Curious George - Zoo Night …,Curious George
"Feb 10, 2006",Curious George
Curious George,Curious George
"Sep 21, 2010",Stomp the Yard
Stomp the Yard 2: Homecoming,Stomp the Yard
"Jan 12, 2007",Stomp the Yard
Stomp the Yard,Stomp the Yard
"Aug 23, 2013",Three Flavours Cornetto Trilogy
The World's End,Three Flavours Cornetto Trilogy
"Apr 20, 2007",Three Flavours Cornetto Trilogy
Hot Fuzz,Three Flavours Cornetto Trilogy
"Sep 24, 2004",Three Flavours Cornetto Trilogy
Shaun of the Dead,Three Flavours Cornetto Trilogy
"Mar 31, 1983",Monty Python
Monty Python's The Meaning …,Monty Python
"Jun 25, 1982",Monty Python
Monty Python Live at the Ho…,Monty Python
"Aug 17, 1979",Monty Python
Life of Brian,Monty Python
Monty Python and the Holy G…,Monty Python
"Oct 12, 2007",Elizabeth
Elizabeth: The Golden Age,Elizabeth
"Nov 6, 1998",Elizabeth
Elizabeth,Elizabeth
"Mar 29, 1996",All Dogs Go To Heaven
All Dogs Go To Heaven 2,All Dogs Go To Heaven
"Nov 17, 1989",All Dogs Go To Heaven
All Dogs Go To Heaven,All Dogs Go To Heaven
"Aug 21, 2015",Hitman: Agent 47
Hitman: Agent 47,Hitman: Agent 47
"Nov 21, 2007",Hitman: Agent 47
Hitman,Hitman: Agent 47
"May 28, 2010",George A. Romero's Dead Series
George A. Romero's Survival…,George A. Romero's Dead Series
"Feb 15, 2008",George A. Romero's Dead Series
Diary of the Dead,George A. Romero's Dead Series
"Jun 24, 2005",George A. Romero's Dead Series
George A. Romero's Land of …,George A. Romero's Dead Series
"Jun 30, 1985",George A. Romero's Dead Series
Day of the Dead,George A. Romero's Dead Series
"Apr 20, 1979",George A. Romero's Dead Series
Dawn of the Dead,George A. Romero's Dead Series
Night of the Living Dead,George A. Romero's Dead Series
"Aug 2, 2016",A Cinderella Story
A Cinderella Story: If the …,A Cinderella Story
A Cinderella Story: Once Up…,A Cinderella Story
Another Cinderella Story,A Cinderella Story
"Jul 16, 2004",A Cinderella Story
A Cinderella Story,A Cinderella Story
"Jan 12, 1996",Lawnmower Man
Lawnmower Man 2: Beyond Cyb…,Lawnmower Man
"Mar 6, 1992",Lawnmower Man
The Lawnmower Man,Lawnmower Man
"Oct 12, 2010",Lost Boys
Lost Boys: The Thirst,Lost Boys
Lost Boys: The Tribe,Lost Boys
"Jul 31, 1987",Lost Boys
The Lost Boys,Lost Boys
"Apr 18, 2017",Big Fat Liar
"Bigger, Fatter Liar",Big Fat Liar
"Feb 8, 2002",Big Fat Liar
Big Fat Liar,Big Fat Liar
"Feb 20, 2015",Hot Tub Time Machine
Hot Tub Time Machine 2,Hot Tub Time Machine
"Mar 26, 2010",Hot Tub Time Machine
Hot Tub Time Machine,Hot Tub Time Machine
"Sandlot 3: Heading Home, The",The Sandlot
The Sandlot 2,The Sandlot
"Apr 7, 1993",The Sandlot
The Sandlot,The Sandlot
"Jun 1, 2010",Darkman
Darkman 2 - The Return of D…,Darkman
Darkman III: Die Darkman Die,Darkman
"Aug 24, 1990",Darkman
Darkman,Darkman
The Horror Show,House
"Aug 28, 1987",House
House II: The Second Story,House
"Feb 28, 1986",House
House,House
"May 19, 1989",Fright Night
Fright Night Part 2,Fright Night
"Aug 2, 1985",Fright Night
Fright Night,Fright Night
"Aug 1, 2017",Cop and a Half
Cop and a Half: New Recruit,Cop and a Half
"Apr 2, 1993",Cop and a Half
Cop and ½,Cop and a Half
"Feb 1, 2013",Haunting in Connecticut
A Haunting in Connecticut 2…,Haunting in Connecticut
"Mar 27, 2009",Haunting in Connecticut
The Haunting in Connecticut,Haunting in Connecticut
"Aug 16, 2019",47 Meters Down
47 Meters Down: Uncaged,47 Meters Down
"Jun 16, 2017",47 Meters Down
47 Meters Down,47 Meters Down
Boogeyman 3,Boogeyman
Boogeyman 2,Boogeyman
"Feb 4, 2005",Boogeyman
Boogeyman,Boogeyman
"Mar 1, 2013",The Last Exorcism
The Last Exorcism Part II,The Last Exorcism
"Aug 27, 2010",The Last Exorcism
The Last Exorcism,The Last Exorcism
"Apr 18, 2014",A Haunted House
A Haunted House 2,A Haunted House
"Jan 11, 2013",A Haunted House
A Haunted House,A Haunted House
"Aug 27, 2004",Baby Geniuses
Superbabies: Baby Geniuses 2,Baby Geniuses
"Mar 12, 1999",Baby Geniuses
Baby Geniuses,Baby Geniuses
"Jan 11, 1985",Angel
Avenging Angel,Angel
"Jan 13, 1984",Angel
Angel,Angel
"Apr 20, 2018",Super Troopers
Super Troopers 2,Super Troopers
"Feb 15, 2002",Super Troopers
Super Troopers,Super Troopers
"Dec 5, 2008",Punisher
Punisher: War Zone,Punisher
"Apr 16, 2004",Punisher
The Punisher,Punisher
"Dec 31, 2011",The Howling
The Howling: Reborn,The Howling
"Apr 10, 1981",The Howling
The Howling,The Howling
"Jun 21, 2011",You Got Served
You Got Served: Beat The World,You Got Served
"Jan 30, 2004",You Got Served
You Got Served,You Got Served
"Jun 1, 2010",Wild Things
Wild Things: Foursome,Wild Things
"Mar 20, 1998",Wild Things
Wild Things,Wild Things
Return of the Living Dead 3,Return of the Living Dead
"Jan 15, 1988",Return of the Living Dead
Return of the Living Dead P…,Return of the Living Dead
"Aug 16, 1985",Return of the Living Dead
The Return of the Living Dead,Return of the Living Dead
"Aug 4, 2015",Lake Placid
Lake Placid vs. Anaconda,Lake Placid
"Feb 19, 2013",Lake Placid
Lake Placid: The Final Chapter,Lake Placid
"Oct 26, 2010",Lake Placid
Lake Placid 3,Lake Placid
Lake Placid 2,Lake Placid
"Jul 16, 1999",Lake Placid
Lake Placid,Lake Placid
"Nov 19, 2004",Viva Pedro Box
La mala educaciÃ³n,Viva Pedro Box
"Nov 22, 2002",Viva Pedro Box
Hable con ella,Viva Pedro Box
"Nov 5, 1999",Viva Pedro Box
Todo sobre mi madre,Viva Pedro Box
"Jan 16, 1998",Viva Pedro Box
Carne trÃ©mula,Viva Pedro Box
"Mar 8, 1996",Viva Pedro Box
La flor de mi secreto,Viva Pedro Box
"Nov 11, 1988",Viva Pedro Box
Mujeres al borde de un ataq…,Viva Pedro Box
"Apr 3, 1987",Viva Pedro Box
La ley del deseo,Viva Pedro Box
Matador,Viva Pedro Box
"Jan 11, 2008",VeggieTales
The Pirates Who Don't Do An…,VeggieTales
"Oct 4, 2002",VeggieTales
Jonah: A VeggieTales Movie,VeggieTales
"Oct 26, 2018",Johnny English
Johnny English Strikes Again,Johnny English
"Oct 21, 2011",Johnny English
Johnny English Reborn,Johnny English
"Jul 18, 2003",Johnny English
Johnny English,Johnny English
"Aug 26, 2016",The Mechanic
Mechanic: Resurrection,The Mechanic
"Jan 28, 2011",The Mechanic
The Mechanic,The Mechanic
Tales from the Crypt Presen…,Tales from the Crypt
"Aug 16, 1996",Tales from the Crypt
Tales from the Crypt Presen…,Tales from the Crypt
"Jan 13, 1995",Tales from the Crypt
Tales from the Crypt: Demon…,Tales from the Crypt
"Apr 17, 2009",Crank
Crank 2: High Voltage,Crank
"Sep 1, 2006",Crank
Crank,Crank
"Aug 24, 1990",Delta Force
Delta Force 2,Delta Force
"Feb 14, 1986",Delta Force
The Delta Force,Delta Force
"Mar 13, 2018",Children of the Corn
Children of the Corn: Runaway,Children of the Corn
"Jan 29, 1993",Children of the Corn
Children of the Corn II: Th…,Children of the Corn
"Mar 9, 1984",Children of the Corn
Children of the Corn,Children of the Corn
"Oct 16, 1987",Prom Night
Hello Mary Lou: Prom Night 2,Prom Night
"Aug 15, 1980",Prom Night
Prom Night,Prom Night
"Aug 11, 2009",The Art of War
The Art of War III: Retribu…,The Art of War
The Art of War II: Betrayal,The Art of War
"Aug 25, 2000",The Art of War
The Art of War,The Art of War
"Dec 31, 2013",Ninja
Ninja II: Shadow of a Tear,Ninja
Ninja,Ninja
"Sep 14, 1984",Ninja
Ninja III: The Domination,Ninja
"Sep 7, 1983",Ninja
Revenge of the Ninja,Ninja
"Feb 21, 2020",The Boy
Brahms: The Boy II,The Boy
"Jan 22, 2016",The Boy
The Boy,The Boy
"Jan 30, 1987",Allan Quatermain
Allan Quatermain and the Lo…,Allan Quatermain
"Nov 22, 1985",Allan Quatermain
King Solomon's Mines,Allan Quatermain
"May 23, 2017",Max
Max 2: White House Hero,Max
"Jun 26, 2015",Max
Max,Max
"Jan 22, 2013",Death Race
Death Race 3: Inferno,Death Race
"Jan 18, 2011",Death Race
Death Race 2,Death Race
"Aug 22, 2008",Death Race
Death Race,Death Race
"Aug 11, 2017",Open Water
Open Water 3: Cage Dive,Open Water
"Aug 6, 2004",Open Water
Open Water,Open Water
"Jul 20, 2018",Unfriended
Unfriended: Dark Web,Unfriended
"Apr 17, 2015",Unfriended
Unfriended,Unfriended
"Jul 16, 2015",Joe Dirt
Joe Dirt 2: Beautiful Loser,Joe Dirt
"Apr 11, 2001",Joe Dirt
Joe Dirt,Joe Dirt
"Jul 22, 2005","House of 1,000 Corpses"
The Devil's Rejects,"House of 1,000 Corpses"
"Apr 11, 2003","House of 1,000 Corpses"
"House of 1,000 Corpses","House of 1,000 Corpses"
"Feb 21, 2003",Gettysburg
Gods and Generals,Gettysburg
"Oct 8, 1993",Gettysburg
Gettysburg,Gettysburg
"Sep 30, 2014",Sniper
Sniper: Legacy,Sniper
"Apr 26, 2011",Sniper
Sniper: Reloaded,Sniper
"Jan 29, 1993",Sniper
Sniper,Sniper
"Jul 21, 2006",Clerks
Clerks II,Clerks
"Oct 19, 1994",Clerks
Clerks,Clerks
"Dec 31, 2018",Cirque du Soleil
Cirque du Soleil: KURIOS - …,Cirque du Soleil
"Dec 21, 2012",Cirque du Soleil
Cirque du Soleil: Worlds Away,Cirque du Soleil
"May 5, 2000",Cirque du Soleil
Cirque du Soleil - Journey …,Cirque du Soleil
"Oct 11, 2013",Machete
Machete Kills,Machete
"Sep 3, 2010",Machete
Machete,Machete
Van Wilder: Freshman Year,Van Wilder
"Dec 1, 2006",Van Wilder
Van Wilder Deux: The Rise o…,Van Wilder
"Apr 5, 2002",Van Wilder
National Lampoonâs Van Wild…,Van Wilder
"Mar 8, 1991",American Ninja
American Ninja 4: The Annih…,American Ninja
American Ninja 3: Blood Hunt,American Ninja
American Ninja 2: The Confr…,American Ninja
"Aug 30, 1985",American Ninja
American Ninja,American Ninja
"Jan 16, 2019",Dragon Ball Z
Dragon Ball Super: Broly,Dragon Ball Z
"Aug 4, 2015",Dragon Ball Z
Doragon bÃ´ru Z: Fukkatsu no…,Dragon Ball Z
"Dec 31, 2013",Dragon Ball Z
Doragon BÅru Zetto Kami to …,Dragon Ball Z
"Jul 23, 2019",Critters
Critters Attack!,Critters
Critters 3,Critters
"Apr 29, 1988",Critters
Critters 2: The Main Course,Critters
"Apr 11, 1986",Critters
Critters,Critters
"Oct 5, 2010",Space Chimps
Space Chimps 2: Zartog Stri…,Space Chimps
"Jul 18, 2008",Space Chimps
Space Chimps,Space Chimps
"Jul 28, 2017",An Inconvenient Truth
An Inconvenient Sequel,An Inconvenient Truth
"May 24, 2006",An Inconvenient Truth
An Inconvenient Truth,An Inconvenient Truth
"Mar 17, 2017",Trainspotting
T2: Trainspotting,Trainspotting
"Jul 19, 1996",Trainspotting
Trainspotting,Trainspotting
"Oct 20, 2020",Tremors
Tremors: Island Fury,Tremors
"May 1, 2018",Tremors
Tremors: A Cold Day in Hell,Tremors
"Oct 5, 2015",Tremors
Tremors 5: Bloodlines,Tremors
"Jan 19, 1990",Tremors
Tremors,Tremors
"Jan 26, 2018",Kickboxer
Kickboxer: Retaliation,Kickboxer
"Sep 2, 2016",Kickboxer
Kickboxer: Vengeance,Kickboxer
"Jun 14, 1991",Kickboxer
Kickboxer 2: The Road Back,Kickboxer
"Sep 8, 1989",Kickboxer
Kickboxer,Kickboxer
"Jun 17, 2014",Joy Ride
Joy Ride 3,Joy Ride
Joy Ride 2: Dead Ahead,Joy Ride
"Oct 5, 2001",Joy Ride
Joy Ride,Joy Ride
"Aug 30, 1991",Beastmaster
Beastmaster 2: Through the …,Beastmaster
"Aug 20, 1982",Beastmaster
The Beastmaster,Beastmaster
"Feb 28, 1992",Gate
Gate II,Gate
"May 15, 1987",Gate
The Gate,Gate
"Feb 28, 2020",Big Lebowski
The Jesus Rolls,Big Lebowski
"Mar 6, 1998",Big Lebowski
The Big Lebowski,Big Lebowski
"Sep 21, 2001",Omega Code
Megiddo: Omega Code 2,Omega Code
"Oct 15, 1999",Omega Code
The Omega Code,Omega Code
"Aug 1, 2014",Cabin Fever
Cabin Fever: Patient Zero,Cabin Fever
"Feb 16, 2010",Cabin Fever
Cabin Fever 2: Spring Fever,Cabin Fever
"Sep 12, 2003",Cabin Fever
Cabin Fever,Cabin Fever
"Apr 30, 2010",Millenium
Luftslottet som sprÃ¤ngdes,Millenium
"Dec 25, 2009",Millenium
Flickan som lekte med elden,Millenium
"May 29, 2009",Millenium
MÃ¤n som hatar kvinnor,Millenium
"Jun 7, 2016",Never Back Down
Never Back Down: No Surrender,Never Back Down
"Sep 13, 2011",Never Back Down
Never Back Down 2: The Beat…,Never Back Down
"Mar 14, 2008",Never Back Down
Never Back Down,Never Back Down
"Jan 29, 2020",Academy Award Short Film Nominations
2020 Oscar Shorts,Academy Award Short Film Nominations
"Feb 8, 2019",Academy Award Short Film Nominations
2019 Oscar Shorts,Academy Award Short Film Nominations
"Feb 9, 2018",Academy Award Short Film Nominations
2018 Oscar Shorts,Academy Award Short Film Nominations
"Feb 10, 2017",Academy Award Short Film Nominations
2017 Oscar Shorts,Academy Award Short Film Nominations
"Jan 29, 2016",Academy Award Short Film Nominations
2016 Oscar Shorts,Academy Award Short Film Nominations
"Jan 30, 2015",Academy Award Short Film Nominations
2015 Oscar Shorts,Academy Award Short Film Nominations
"Jan 31, 2014",Academy Award Short Film Nominations
2014 Oscar Shorts,Academy Award Short Film Nominations
"Feb 1, 2013",Academy Award Short Film Nominations
2013 Oscar Shorts,Academy Award Short Film Nominations
"Feb 10, 2012",Academy Award Short Film Nominations
2012 Oscar Shorts,Academy Award Short Film Nominations
"Feb 11, 2011",Academy Award Short Film Nominations
2011 Oscar Shorts,Academy Award Short Film Nominations
"Feb 19, 2010",Academy Award Short Film Nominations
2010 Oscar Shorts,Academy Award Short Film Nominations
"Feb 6, 2009",Academy Award Short Film Nominations
2009 Oscar Shorts,Academy Award Short Film Nominations
"Feb 15, 2008",Academy Award Short Film Nominations
A Collection of 2007 Academ…,Academy Award Short Film Nominations
"Feb 16, 2007",Academy Award Short Film Nominations
2006 Academy Award Nominate…,Academy Award Short Film Nominations
"Feb 24, 2006",Academy Award Short Film Nominations
The 2005 Academy Award Nomi…,Academy Award Short Film Nominations
"May 10, 2011",Flicka
Flicka 2,Flicka
"Oct 20, 2006",Flicka
Flicka,Flicka
"Sep 6, 2016",Center Stage
Center Stage: On Pointe,Center Stage
Center Stage: Turn It Up,Center Stage
"May 12, 2000",Center Stage
Center Stage,Center Stage
"Sep 1, 2015",Alpha and Omega
Alpha & Omega: The Legend o…,Alpha and Omega
"Aug 4, 2015",Alpha and Omega
Alpha and Omega: Family Vac…,Alpha and Omega
"Oct 8, 2013",Alpha and Omega
Alpha and Omega 2: A Howl-i…,Alpha and Omega
"Sep 17, 2010",Alpha and Omega
Alpha and Omega 3D,Alpha and Omega
"May 24, 2013",Before Sunrise
Before Midnight,Before Sunrise
"Jul 2, 2004",Before Sunrise
Before Sunset,Before Sunrise
"Jan 27, 1995",Before Sunrise
Before Sunrise,Before Sunrise
Pulse 3,Pulse
